filename,persona_combination,evaluation_model,empathetic,analytical,creative,environmental,futurist
multi_prompt_evaluation_results_comprehensive_gpt.json,multi_prompt,gpt,8.333333333333334,36.25,23.333333333333332,15.416666666666666,16.666666666666668
multi_prompt_evaluation_results_comprehensive_gemini.json,multi_prompt,gemini,11.666666666666666,28.75,20.833333333333332,14.583333333333334,24.166666666666668
baseline_evaluation_results_comprehensive_gemini.json,baseline,gemini,11.666666666666666,28.333333333333332,22.083333333333332,15.0,22.916666666666668
env_evaluation_results_comprehensive_gemini.json,env,gemini,11.25,20.416666666666668,20.833333333333332,26.666666666666668,20.833333333333332
env_ana_evaluation_results_comprehensive_gemini.json,env_ana,gemini,8.75,14.166666666666666,20.0,40.0,17.083333333333332
cre_env_evaluation_results_comprehensive_gemini.json,cre_env,gemini,6.25,14.166666666666666,42.5,11.666666666666666,25.416666666666668
cre_env_fut_fut_evaluation_results_comprehensive_gemini.json,cre_env_fut_fut,gemini,7.083333333333333,12.5,42.5,12.5,25.416666666666668
env_fut_evaluation_results_comprehensive_gemini.json,env_fut,gemini,10.0,25.416666666666668,22.083333333333332,15.416666666666666,27.083333333333332
cre_fut_evaluation_results_comprehensive_gemini.json,cre_fut,gemini,5.416666666666667,12.5,43.333333333333336,12.083333333333334,26.666666666666668
cre_ana_evaluation_results_comprehensive_gemini.json,cre_ana,gemini,10.416666666666666,30.833333333333332,20.416666666666668,13.333333333333334,25.0
ana_fut_evaluation_results_comprehensive_gemini.json,ana_fut,gemini,11.25,31.25,20.0,12.916666666666666,24.583333333333332
cre_evaluation_results_comprehensive_gemini.json,cre,gemini,5.833333333333333,12.5,41.25,13.333333333333334,27.083333333333332
env_fut_evaluation_results_comprehensive_gpt.json,env_fut,gpt,7.083333333333333,35.0,24.583333333333332,17.5,15.833333333333334
cre_fut_evaluation_results_comprehensive_gpt.json,cre_fut,gpt,7.083333333333333,18.75,38.75,17.083333333333332,18.333333333333332
cre_ana_evaluation_results_comprehensive_gpt.json,cre_ana,gpt,7.916666666666667,35.833333333333336,24.166666666666668,15.0,17.083333333333332
ana_fut_evaluation_results_comprehensive_gpt.json,ana_fut,gpt,7.916666666666667,35.833333333333336,23.75,14.583333333333334,17.916666666666668
cre_evaluation_results_comprehensive_gpt.json,cre,gpt,7.083333333333333,19.166666666666668,38.333333333333336,17.083333333333332,18.333333333333332
baseline_evaluation_results_comprehensive_gpt.json,baseline,gpt,8.333333333333334,35.833333333333336,23.333333333333332,16.25,16.25
env_evaluation_results_comprehensive_gpt.json,env,gpt,8.333333333333334,27.5,25.0,24.166666666666668,15.0
env_ana_evaluation_results_comprehensive_gpt.json,env_ana,gpt,7.916666666666667,22.5,21.666666666666668,33.333333333333336,14.583333333333334
cre_env_evaluation_results_comprehensive_gpt.json,cre_env,gpt,8.333333333333334,19.583333333333332,36.666666666666664,16.25,19.166666666666668
cre_env_fut_fut_evaluation_results_comprehensive_gpt.json,cre_env_fut_fut,gpt,6.666666666666667,19.583333333333332,37.916666666666664,17.083333333333332,18.75
env_fut_evaluation_results_comprehensive.json,env_fut,local,14.583333333333334,32.916666666666664,14.583333333333334,12.916666666666666,25.0
cre_fut_evaluation_results_comprehensive.json,cre_fut,local,12.5,8.333333333333334,49.583333333333336,9.166666666666666,20.416666666666668
cre_ana_evaluation_results_comprehensive.json,cre_ana,local,17.5,37.083333333333336,10.833333333333334,11.25,23.333333333333332
ana_fut_evaluation_results_comprehensive.json,ana_fut,local,15.833333333333334,37.083333333333336,10.416666666666666,10.416666666666666,26.25
cre_evaluation_results_comprehensive.json,cre,local,10.833333333333334,7.916666666666667,50.0,10.0,21.25
multi_prompt_evaluation_results_comprehensive.json,multi_prompt,local,9.583333333333334,43.75,12.5,12.5,21.666666666666668
baseline_evaluation_results_comprehensive.json,baseline,local,10.416666666666666,42.916666666666664,11.25,13.333333333333334,22.083333333333332
env_evaluation_results_comprehensive.json,env,local,10.0,21.25,11.666666666666666,41.666666666666664,15.416666666666666
env_ana_evaluation_results_comprehensive.json,env_ana,local,7.916666666666667,9.166666666666666,8.75,66.25,7.916666666666667
cre_env_evaluation_results_comprehensive.json,cre_env,local,8.75,7.75,52.5,8.916666666666666,22.083333333333332
cre_env_fut_fut_evaluation_results_comprehensive.json,cre_env_fut_fut,local,7.083333333333333,8.75,56.25,8.75,19.166666666666668
